,Region,Provincia,City,Grade,Name Of School,Address,Type,Code
41,Abruzzo,Provincia di Chieti,Atessa,Scuola Primaria (4),Atessa Capoluogo,"Atessa Capoluogo
Via Luigi Cinalli N? 9
66041 Atessa CH
Istituto principale:
CHIC818001 I. Omnicompr. Ciampoli-Spaventa",Scuola statale,CHEE818024
42,Abruzzo,Provincia di Chieti,Atessa,Scuola Primaria (4),Monte San Silvestro,"Monte San Silvestro
Via Ennio Flaiano N? 12
66041 Atessa CH
Istituto principale:
CHIC818001 I. Omnicompr. Ciampoli-Spaventa",Scuola statale,CHEE818046
43,Abruzzo,Provincia di Chieti,Atessa,Scuola Primaria (4),Piana la Fara,"Piana la Fara
Via del Sangro N? 15
66041 Atessa CH
Istituto principale:
CHIC818001 I. Omnicompr. Ciampoli-Spaventa",Scuola statale,CHEE818057
44,Abruzzo,Provincia di Chieti,Atessa,Scuola Secondaria di primo grado (2),Domenico Ciampoli - IC,"Domenico Ciampoli - IC
Via D. Ciampoli N? 2
66041 Atessa CH
Istituto principale:
CHIC818001 I. Omnicompr. Ciampoli-Spaventa",Scuola statale,CHMM818012
45,Abruzzo,Provincia di Chieti,Atessa,Scuola Secondaria di primo grado (2),Montemarcone - IC,"Montemarcone - IC
Via Ennio Flaiano N? 14
66041 Atessa CH
Istituto principale:
CHIC818001 I. Omnicompr. Ciampoli-Spaventa",Scuola statale,CHMM818023
46,Abruzzo,Provincia di Chieti,Atessa,Scuola Secondaria di secondo grado (3),Lic. Sc. Spaventa,"Liceo Scientifico
Lic. Sc. Spaventa
Viale della Stazione 9
66041 Atessa CH
Istituto principale:
CHIS00600V Spaventa
Percorsi di Studio:
· LICEO SCIENTIFICO
· LICEO SCIENTIFICO - OPZIONE SCIENZE APPLICATE",Scuola statale,CHPS006019
47,Abruzzo,Provincia di Chieti,Atessa,Scuola Secondaria di secondo grado (3),Spaventa,"Istituto Professionale
Spaventa
Viale della Stazione 9
66041 Atessa CH
Istituto principale:
CHIS00600V Spaventa
Percorsi di Studio:
· SERVIZI SOCIO-SANITARI
· SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE",Scuola statale,CHRC00602V
48,Abruzzo,Provincia di Chieti,Atessa,Scuola Secondaria di secondo grado (3),ITC Spaventa - Io Spaventa,"Istituto Tecnico Economico
ITC Spaventa - Io Spaventa
Viale della Stazione 9
66041 Atessa CH
Istituto principale:
CHIS00600V Spaventa
Percorsi di Studio:
· AMMINISTRAZIONE, FINANZA E MARKETING",Scuola statale,CHTD006015
49,Abruzzo,Provincia di Chieti,Atessa,Istituto Comprensivo (1),I. Omnicompr. Ciampoli-Spaventa,"I. Omnicompr. Ciampoli-Spaventa
Via della Stazione N? 9
66041 Atessa CH
Comprende le seguenti scuole:
CHAA81801T Fonte Cicala
CHAA81802V Rione Meridionale
CHAA81803X Aia S. Maria
CHAA818041 Piana la Fara
CHAA818052 San Luca
CHEE818013 Rione S. Maria-Io Ciampoli/sp.
CHEE818024 Atessa Capoluogo
CHEE818046 Monte San Silvestro
CHEE818057 Piana la Fara
CHMM818012 Domenico Ciampoli - IC
CHMM818023 Montemarcone - IC",Scuola statale,CHIC818001
50,Abruzzo,Provincia di Chieti,Atessa,Istituto Superiore (1),Spaventa,"Spaventa
Viale della Stazione 9
66041 Atessa CH
Comprende le seguenti scuole:
CHPS006019 Lic. Sc. Spaventa
CHRC00602V Spaventa
CHTD006015 ITC Spaventa - Io Spaventa",Scuola statale,CHIS00600V
51,Abruzzo,Provincia di Chieti,Bomba,Scuola dell'Infanzia (1),Sofia Spaventa,"Sofia Spaventa
Via Giardino 1
66042 Bomba CH",Scuola paritaria,CH1A005009
52,Abruzzo,Provincia di Chieti,Bomba,Scuola Primaria (1),Bomba,"Bomba
Via Roma 1
66042 Bomba CH
Istituto principale:
CHIC817005 P. Borrelli - Tornareccio",Scuola statale,CHEE81705B
53,Abruzzo,Provincia di Chieti,Bomba,Scuola Secondaria di primo grado (4),Tornareccio,"Tornareccio
Viale Don Bosco 10
66046 Tornareccio CH
Istituto principale:
CHIC817005 P. Borrelli",Scuola statale,CHMM817016
54,Abruzzo,Provincia di Chieti,Bomba,Scuola Secondaria di primo grado (4),Roccascalegna - IC Palena,"Roccascalegna - IC Palena
Via Lascianna
66040 Roccascalegna CH
Istituto principale:
CHIC825004 Palena-Torric. Peligna - Palena",Scuola statale,CHMM825059
55,Abruzzo,Provincia di Chieti,Bomba,Scuola Secondaria di primo grado (4),Archi - IC Tornareccio,"Archi - IC Tornareccio
Via San Salvatore
66044 Archi CH
Istituto principale:
CHIC817005 P. Borrelli - Tornareccio",Scuola statale,CHMM817027
56,Abruzzo,Provincia di Chieti,Bomba,Scuola Secondaria di primo grado (4),Altino - IC Casoli,"Altino - IC Casoli
Via San Pietro 1
66040 Altino CH
Istituto principale:
CHIC80600P Casoli G. De Petra - Casoli",Scuola statale,CHMM80602R
57,Abruzzo,Provincia di Chieti,Bomba,Scuola Secondaria di secondo grado (3),Lic. Sc. Spaventa,"Liceo Scientifico
Lic. Sc. Spaventa
Viale della Stazione 9
66041 Atessa CH
Istituto principale:
CHIS00600V Spaventa
Percorsi di Studio:
· LICEO SCIENTIFICO
· LICEO SCIENTIFICO - OPZIONE SCIENZE APPLICATE",Scuola statale,CHPS006019
58,Abruzzo,Provincia di Chieti,Bomba,Scuola Secondaria di secondo grado (3),Spaventa,"Istituto Professionale
Spaventa
Viale della Stazione 9
66041 Atessa CH
Istituto principale:
CHIS00600V Spaventa
Percorsi di Studio:
· SERVIZI SOCIO-SANITARI
· SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE",Scuola statale,CHRC00602V
59,Abruzzo,Provincia di Chieti,Bomba,Scuola Secondaria di secondo grado (3),ITC Spaventa - Io Spaventa,"Istituto Tecnico Economico
ITC Spaventa - Io Spaventa
Viale della Stazione 9
66041 Atessa CH
Istituto principale:
CHIS00600V Spaventa
Percorsi di Studio:
· AMMINISTRAZIONE, FINANZA E MARKETING",Scuola statale,CHTD006015
60,Abruzzo,Provincia di Chieti,Bucchianico,Scuola dell'Infanzia (4),Colle Marcone,"Colle Marcone
Contrada Colle Marcone
66011 Bucchianico CH
Istituto principale:
CHIC81900R Bucchianico",Scuola statale,CHAA81901N
61,Abruzzo,Provincia di Chieti,Bucchianico,Scuola dell'Infanzia (4),Pubblicone Tella,"Pubblicone Tella
Contrada Tella
66011 Bucchianico CH
Istituto principale:
CHIC81900R Bucchianico",Scuola statale,CHAA81902P
62,Abruzzo,Provincia di Chieti,Bucchianico,Scuola dell'Infanzia (4),Capoluogo,"Capoluogo
Via S. Chiara
66011 Bucchianico CH
Istituto principale:
CHIC81900R Bucchianico",Scuola statale,CHAA81903Q
63,Abruzzo,Provincia di Chieti,Bucchianico,Scuola dell'Infanzia (4),Guido Roberti,"Guido Roberti
Piazza Roma 18
66011 Bucchianico CH",Scuola paritaria,CH1A006005
64,Abruzzo,Provincia di Chieti,Bucchianico,Scuola Primaria (1),Bucchianico Capoluogo - I.C.,"Bucchianico Capoluogo - I.C.
Via S.Chiara
66011 Bucchianico CH
Istituto principale:
CHIC81900R Bucchianico",Scuola statale,CHEE819031
65,Abruzzo,Provincia di Chieti,Bucchianico,Scuola Secondaria di primo grado (1),Bucchianico,"Bucchianico
Via S.Chiara 70
66011 Bucchianico CH
Istituto principale:
CHIC81900R Bucchianico",Scuola statale,CHMM81901T
66,Abruzzo,Provincia di Chieti,Bucchianico,Istituto Comprensivo (1),Bucchianico,"Bucchianico
Via S. Chiara 70
66011 Bucchianico CH
Comprende le seguenti scuole:
CHAA81901N Colle Marcone
CHAA81902P Pubblicone Tella
CHAA81903Q Capoluogo
CHAA81904R Vacri Capoluogo - Vacri
CHAA81905T Villamagna Capoluogo - Villamagna
CHEE81901V Vacri Capoluogo - Vacri
CHEE81902X Villamagna Capoluogo - Villamagna
CHEE819031 Bucchianico Capoluogo - I.C.
CHMM81901T Bucchianico
CHMM81902V Vacri - IC Bucchianico - Vacri
CHMM81903X Villamagna - IC Bucchianico - Villamagna",Scuola statale,CHIC81900R
67,Abruzzo,Provincia di Chieti,Bucchianico,Scuola Secondaria di secondo grado (2),Liceo Classico G.B. Vico,"Liceo Classico
Liceo Classico G.B. Vico
Corso Marrucino 137
66100 Chieti CH
Percorsi di Studio:
· LICEO CLASSICO
· LICEO CLASSICO EUROPEO",Scuola statale,CHPC06000T
68,Abruzzo,Provincia di Chieti,Bucchianico,Scuola Secondaria di secondo grado (2),Liceo I. Gonzaga,"Liceo Linguistico e delle Scienze Umane
Liceo I. Gonzaga
Via dei Celestini 4
66100 Chieti CH
Percorsi di Studio:
· LICEO LINGUISTICO
· LICEO LINGUISTICO - ESABAC
· LICEO SCIENZE UMANE
· LICEO SCIENZE UMANE - OPZIONE ECONOMICO SOCIALE",Scuola statale,CHPM02000G
69,Abruzzo,Provincia di Chieti,Canosa Sannita,Scuola dell'Infanzia (1),Canosa Sannita Capoluogo,"Canosa Sannita Capoluogo
Via degli Eroi
66010 Canosa Sannita CH
Istituto principale:
CHIC81300T Tollo N. Nicolini - Tollo",Scuola statale,CHAA81304T
70,Abruzzo,Provincia di Chieti,Canosa Sannita,Scuola Primaria (1),Canosa Sannita Capoluogo,"Canosa Sannita Capoluogo
Via degli Eroi
66010 Canosa Sannita CH
Istituto principale:
CHIC81300T Tollo N. Nicolini - Tollo",Scuola statale,CHEE813032
71,Abruzzo,Provincia di Chieti,Canosa Sannita,Scuola Secondaria di primo grado (4),Crecchio - I.C. Tollo,"Crecchio - I.C. Tollo
Via Piana 4
66014 Crecchio CH
Istituto principale:
CHIC81300T Tollo N. Nicolini - Tollo",Scuola statale,CHMM81302X
72,Abruzzo,Provincia di Chieti,Canosa Sannita,Scuola Secondaria di primo grado (4),Giuliano Teat. - IC Miglianico,"Giuliano Teat. - IC Miglianico
Via Fioravante Flacco
66010 Giuliano Teatino CH
Istituto principale:
CHIC82200L Miglianico - Miglianico",Scuola statale,CHMM82201N
73,Abruzzo,Provincia di Chieti,Canosa Sannita,Scuola Secondaria di primo grado (4),Tollo,"Tollo
Via Casale Felizzi Snc
66010 Tollo CH
Istituto principale:
CHIC81300T Tollo N. Nicolini",Scuola statale,CHMM81301V
74,Abruzzo,Provincia di Chieti,Canosa Sannita,Scuola Secondaria di primo grado (4),Vacri - IC Bucchianico,"Vacri - IC Bucchianico
Via d'Annunzio
66010 Vacri CH
Istituto principale:
CHIC81900R Bucchianico - Bucchianico",Scuola statale,CHMM81902V
75,Abruzzo,Provincia di Chieti,Canosa Sannita,Scuola Secondaria di secondo grado (3),Liceo C. A. Volta - Iis Volta Francavilla,"Liceo Classico
Liceo C. A. Volta - Iis Volta Francavilla
Via Papa Giovanni XXIII
66026 Ortona CH
Istituto principale:
CHIS017009 A. Volta - Francavilla al Mare
Percorsi di Studio:
· LICEO CLASSICO",Scuola statale,CHPC01701L
76,Abruzzo,Provincia di Chieti,Canosa Sannita,Scuola Secondaria di secondo grado (3),Liceo Scientifico A. Volta Succ.,"Liceo Scientifico
Liceo Scientifico A. Volta Succ.
Via Nicola Calipari Sn
66026 Ortona CH
Istituto principale:
CHIS017009 A. Volta - Francavilla al Mare
Percorsi di Studio:
· LICEO SCIENTIFICO",Scuola statale,CHPS01702R
77,Abruzzo,Provincia di Chieti,Canosa Sannita,Scuola Secondaria di secondo grado (3),Marconi,"Istituto Professionale
Marconi
Via Papa Giovanni XXIII 57
66026 Ortona CH
Istituto principale:
CHIS018005 Acciaiuoli-Einaudi
Percorsi di Studio:
· SERVIZI SOCIO-SANITARI / OTTICO
· PROD.IND.ART. / ARTIG. / PRODUZIONI TESSILI E SARTORIALI
· ARTI AUSILIARIE DELLE PROFESSIONI SANITARIE: OTTICO
· INDUSTRIA E ARTIGIANATO PER IL MADE IN ITALY
· MANUTENZIONE E ASSISTENZA TECNICA",Scuola statale,CHRI01801R
78,Abruzzo,Provincia di Chieti,Carpineto Sinello,Scuola dell'Infanzia (1),Carpineto Sinello Cap.,"Carpineto Sinello Cap.
Via Roma 8
66030 Carpineto Sinello CH
Istituto principale:
CHEE034001 C. D. - Gissi",Scuola statale,CHAA03403V
79,Abruzzo,Provincia di Chieti,Carpineto Sinello,Scuola Primaria (1),Carpineto Sinello Capoluogo,"Carpineto Sinello Capoluogo
Via Roma
66030 Carpineto Sinello CH
Istituto principale:
CHEE034001 C. D. - Gissi",Scuola statale,CHEE034023
80,Abruzzo,Provincia di Chieti,Carpineto Sinello,Scuola Secondaria di primo grado (4),Gissi I. Omn. Spataro,"Gissi I. Omn. Spataro
Piazza Luigi Sturzo
66052 Gissi CH
Comprende le seguenti scuole:
CHMM05902A Furci - I. Omn. Spataro Gissi - Furci
CHMM05907G San Buono-I. Omn. Spataro Gissi - San Buono",Scuola statale,CHMM059008
81,Abruzzo,Provincia di Chieti,Carpineto Sinello,Scuola Secondaria di primo grado (4),San Buono-I. Omn. Spataro Gissi,"San Buono-I. Omn. Spataro Gissi
Via A. Moro
66050 San Buono CH
Istituto principale:
CHMM059008 Gissi I. Omn. Spataro - Gissi",Scuola statale,CHMM05907G
82,Abruzzo,Provincia di Chieti,Carpineto Sinello,Scuola Secondaria di primo grado (4),Furci - I. Omn. Spataro Gissi,"Furci - I. Omn. Spataro Gissi
Via C. De Horatiis 1
66050 Furci CH
Istituto principale:
CHMM059008 Gissi I. Omn. Spataro - Gissi",Scuola statale,CHMM05902A
83,Abruzzo,Provincia di Chieti,Carpineto Sinello,Scuola Secondaria di primo grado (4),Domenico Ciampoli - IC,"Domenico Ciampoli - IC
Via D. Ciampoli N? 2
66041 Atessa CH
Istituto principale:
CHIC818001 I. Omnicompr. Ciampoli-Spaventa",Scuola statale,CHMM818012
84,Abruzzo,Provincia di Chieti,Carpineto Sinello,Scuola Secondaria di secondo grado (3),Istituto Omnicomprensivo G. Spataro,"Istituto Tecnico Economico
Istituto Omnicomprensivo G. Spataro
Via Provinciale
66052 Gissi CH
Comprende le seguenti scuole:
CHTD07002D Ite Casalbordino - Io Spataro - Casalbordino
Percorsi di Studio:
· AMMINISTRAZIONE, FINANZA E MARKETING",Scuola statale,CHTD07000B
85,Abruzzo,Provincia di Chieti,Carpineto Sinello,Scuola Secondaria di secondo grado (3),Lic. Sc. Spaventa,"Liceo Scientifico
Lic. Sc. Spaventa
Viale della Stazione 9
66041 Atessa CH
Istituto principale:
CHIS00600V Spaventa
Percorsi di Studio:
· LICEO SCIENTIFICO
· LICEO SCIENTIFICO - OPZIONE SCIENZE APPLICATE",Scuola statale,CHPS006019
86,Abruzzo,Provincia di Chieti,Carpineto Sinello,Scuola Secondaria di secondo grado (3),Spaventa,"Istituto Professionale
Spaventa
Viale della Stazione 9
66041 Atessa CH
Istituto principale:
CHIS00600V Spaventa
Percorsi di Studio:
· SERVIZI SOCIO-SANITARI
· SERVIZI PER LA SANITA' E L'ASSISTENZA SOCIALE",Scuola statale,CHRC00602V
87,Abruzzo,Provincia di Chieti,Carunchio,Scuola dell'Infanzia (1),Carunchio Capoluogo,"Carunchio Capoluogo
Via Provinciale 53
66050 Carunchio CH
Istituto principale:
CHIC816009 Castiglione M.M.-Carunchio - Castiglione Messer Marino",Scuola statale,CHAA81608D
88,Abruzzo,Provincia di Chieti,Carunchio,Scuola Primaria (1),Carunchio Capoluogo,"Carunchio Capoluogo
Via Provinciale 53
66050 Carunchio CH
Istituto principale:
CHIC816009 Castiglione M.M.-Carunchio - Castiglione Messer Marino",Scuola statale,CHEE81607N
89,Abruzzo,Provincia di Chieti,Carunchio,Scuola Secondaria di primo grado (4),Palmoli-IC Castig. Mm,"Palmoli-IC Castig. Mm
Via Giovanni XXIII 2
66050 Palmoli CH
Istituto principale:
CHIC816009 Castiglione M.M.-Carunchio - Castiglione Messer Marino",Scuola statale,CHMM81605E
90,Abruzzo,Provincia di Chieti,Carunchio,Scuola Secondaria di primo grado (4),Roccaspinalveti-IC Castig. Mm,"Roccaspinalveti-IC Castig. Mm
Corso Italia 25
66050 Roccaspinalveti CH
Istituto principale:
CHIC816009 Castiglione M.M.-Carunchio - Castiglione Messer Marino",Scuola statale,CHMM81602B
